timestamp,10.0.0.1-10.0.0.5,10.0.0.2-10.0.0.6,10.0.0.3-10.0.0.7,10.0.0.4-10.0.0.8
0.0,159.0,0.0,160.0,0.0
1.0,108.0,0.0,108.0,0.0
2.0,114.0,0.0,116.0,0.0
3.0,84.0,0.0,82.0,0.0
4.0,98.0,0.0,94.0,0.0
5.0,90.0,0.0,88.0,0.0
6.0,96.0,0.0,98.0,0.0
7.0,96.0,0.0,90.0,0.0
8.0,86.0,0.0,86.0,0.0
9.0,90.0,0.0,98.0,0.0
10.0,88.0,0.0,86.0,0.0
11.0,96.0,0.0,98.0,0.0
12.0,84.0,0.0,82.0,0.0
13.0,96.0,0.0,96.0,0.0
14.0,86.0,0.0,80.0,0.0
15.0,98.0,0.0,94.0,0.0
16.0,86.0,0.0,86.0,0.0
17.0,94.0,0.0,100.0,0.0
18.0,86.0,0.0,84.0,0.0
19.0,92.0,0.0,98.0,0.0
20.0,98.0,0.0,96.0,0.0
21.0,88.0,0.0,86.0,0.0
22.0,96.0,0.0,94.0,0.0
23.0,84.0,0.0,82.0,0.0
24.0,94.0,0.0,94.0,0.0
25.0,88.0,0.0,86.0,0.0
26.0,92.0,0.0,98.0,0.0
27.0,86.0,0.0,82.0,0.0
28.0,96.0,0.0,98.0,0.0
29.0,84.0,0.0,86.0,0.0
30.0,44.0,0.0,42.0,0.0
31.0,170.0,134.0,136.0,0.0
32.0,466.0,396.0,310.0,0.0
33.0,484.0,374.0,271.0,0.0
34.0,472.0,374.0,285.0,0.0
35.0,346.0,324.0,266.0,0.0
36.0,472.0,382.0,270.0,0.0
37.0,472.0,372.0,278.0,0.0
38.0,458.0,368.0,286.0,0.0
39.0,478.0,380.0,274.0,0.0
40.0,472.0,370.0,284.0,0.0
41.0,462.0,376.0,268.0,0.0
42.0,482.0,376.0,278.0,0.0
43.0,478.0,384.0,282.0,0.0
44.0,474.0,370.0,280.0,0.0
45.0,466.0,358.0,276.0,0.0
46.0,474.0,372.0,280.0,0.0
47.0,468.0,372.0,282.0,0.0
48.0,462.0,364.0,282.0,0.0
49.0,472.0,374.0,272.0,0.0
50.0,472.0,362.0,280.0,0.0
51.0,468.0,384.0,270.0,0.0
52.0,466.0,362.0,286.0,0.0
53.0,474.0,370.0,280.0,0.0
54.0,466.0,370.0,280.0,0.0
55.0,474.0,378.0,274.0,0.0
56.0,408.0,366.0,274.0,0.0
57.0,428.0,348.0,278.0,0.0
58.0,468.0,376.0,272.0,0.0
59.0,468.0,372.0,274.0,0.0
60.0,466.0,376.0,280.0,0.0
61.0,428.0,342.0,274.0,0.0
63.0,396.0,378.0,74.0,300.0
64.0,1762.0,1784.0,1828.0,1838.0
65.0,1806.0,1826.0,1888.0,1862.0
66.0,1820.0,1796.0,1846.0,1820.0
67.0,1812.0,1790.0,1778.0,1772.0
68.0,1728.0,1798.0,1766.0,1826.0
69.0,1733.0,1778.0,1792.0,1722.0
70.0,1409.0,1356.0,1341.0,1464.0
71.0,361.0,358.0,370.0,366.0
72.0,289.0,295.0,274.0,290.0
73.0,266.0,259.0,273.0,268.0
74.0,178.0,208.0,196.0,190.0
75.0,105.0,114.0,114.0,115.0
76.0,47.0,50.0,41.0,51.0
77.0,29.0,31.0,30.0,37.0
78.0,89.0,94.0,89.0,84.0
79.0,102.0,101.0,104.0,109.0
80.0,81.0,97.0,87.0,96.0
81.0,59.0,56.0,54.0,54.0
82.0,116.0,130.0,121.0,120.0
83.0,381.0,382.0,399.0,420.0
84.0,1381.0,1582.0,1406.0,1462.0
85.0,1070.0,1096.0,1137.0,1208.0
86.0,1015.0,1257.0,1127.0,1279.0
87.0,958.0,913.0,1056.0,1083.0
88.0,1112.0,1087.0,1022.0,1124.0
89.0,916.0,926.0,950.0,918.0
90.0,699.0,694.0,709.0,697.0
91.0,907.0,985.0,991.0,965.0
92.0,929.0,943.0,938.0,934.0
93.0,1014.0,1028.0,1148.0,1041.0
116.0,246.0,0.0,205.0,0.0
