timestamp,10.0.0.1-10.0.0.5,10.0.0.2-10.0.0.6,10.0.0.3-10.0.0.7,10.0.0.4-10.0.0.8
0.0,19.9726,0.0,21.0233,0.0
1.0,21.0243,0.0,21.0243,0.0
2.0,18.9187,0.0,18.9219,0.0
3.0,21.0212,0.0,21.0233,0.0
4.0,18.924,0.0,18.9251,0.0
5.0,21.0212,0.0,21.0243,0.0
6.0,18.9177,0.0,18.9198,0.0
7.0,21.019,0.0,21.0233,0.0
8.0,18.9177,0.0,18.9208,0.0
9.0,21.0169,0.0,21.0222,0.0
10.0,18.9177,0.0,18.9208,0.0
11.0,21.0201,0.0,21.0222,0.0
12.0,18.9177,0.0,18.9198,0.0
13.0,21.018,0.0,21.0222,0.0
14.0,21.0233,0.0,21.0222,0.0
15.0,18.9177,0.0,18.9208,0.0
16.0,21.018,0.0,21.0243,0.0
17.0,18.9208,0.0,18.9198,0.0
18.0,21.0222,0.0,21.0233,0.0
19.0,18.9198,0.0,18.9187,0.0
20.0,21.0169,0.0,21.019,0.0
21.0,18.9208,0.0,18.9198,0.0
22.0,21.0212,0.0,21.019,0.0
23.0,18.9145,0.0,18.9198,0.0
24.0,21.0222,0.0,21.0212,0.0
25.0,18.9187,0.0,18.9198,0.0
26.0,21.0495,0.0,21.0222,0.0
27.0,0.0,0.0,0.0276,0.0
28.0,8.4529,0.0,0.0,0.0
29.0,100.9062,31.5839,25.2745,0.0
30.0,98.8132,79.8935,60.9705,0.0
31.0,100.9146,82.0001,60.9695,0.0
32.0,100.922,79.8945,58.8692,0.0
33.0,98.8154,79.8945,60.9674,0.0
34.0,100.9178,79.8924,58.8618,0.0
35.0,100.9136,79.8924,60.9631,0.0
36.0,98.8154,79.8935,60.9705,0.0
37.0,100.9167,79.8988,58.8649,0.0
38.0,100.9125,81.9959,60.9663,0.0
39.0,98.8122,79.8945,58.8628,0.0
40.0,100.9167,79.8945,60.9684,0.0
41.0,100.9178,79.8914,60.9674,0.0
42.0,98.8111,79.8966,58.8639,0.0
43.0,100.9136,79.8988,60.9832,0.0
44.0,100.9167,81.997,61.0012,0.0
45.0,100.9146,79.8892,58.8829,0.0
46.0,98.8132,79.8935,60.9652,0.0
47.0,75.6784,62.5451,53.6002,0.0
48.0,100.9167,79.8935,60.9716,0.0
49.0,98.8164,79.8914,60.9716,0.0
50.0,100.9093,79.8945,58.8692,0.0
51.0,100.921,81.4615,60.9748,0.0
52.0,98.8164,80.431,58.867,0.0
53.0,100.9178,79.8977,60.9933,0.0
54.0,100.9167,79.8945,58.8713,0.0
55.0,95.1323,56.7678,44.1542,0.0
56.0,94.5989,103.0551,77.7847,0.0
57.0,100.9188,79.9072,58.866,0.0
58.0,92.5388,81.9938,60.9726,0.0
59.0,0.0,48.3835,35.7403,0.0
60.0,0.0012,0.0,0.0273,0.0
61.0,271.2522,266.4845,267.0004,235.5099
62.0,295.6826,313.4817,307.9055,312.5153
63.0,63.6455,56.1838,61.8011,39.8766
64.0,23.0492,20.9441,20.4503,25.6807
65.0,17.3129,17.3098,12.5939,9.9508
66.0,60.8082,37.7501,55.0794,57.143
67.0,55.0632,50.3531,50.3411,57.1533
68.0,42.4752,59.7685,50.3348,52.4329
69.0,28.3028,18.8693,29.8821,34.6131
70.0,28.3099,41.9408,53.5462,49.7975
71.0,28.307,47.7342,61.8973,44.8274
72.0,33.0171,42.98,42.4703,31.656
73.0,31.47,36.1852,44.0457,33.1562
74.0,23.5935,39.8783,36.1653,47.188
75.0,22.016,17.3133,26.74,25.6878
76.0,34.6208,44.0445,44.0315,26.739
77.0,34.6079,36.1833,31.4488,29.8281
78.0,17.2975,18.8678,20.4668,7.863
79.0,0.0,1.5746,1.9368,3.1445
80.0,3.145,4.7273,3.1495,1.5736
81.0,6.2947,4.7204,6.2972,6.29
82.0,2.0878,3.1466,3.1466,3.145
83.0,0.0,1.5818,1.5821,3.145
84.0,7.865,1.5725,6.8042,6.291
85.0,19.9277,20.4604,33.036,28.323
86.0,20.9643,29.8842,31.4694,26.7379
87.0,15.7368,28.3109,28.3104,15.7304
88.0,31.4499,37.7388,33.0342,26.7404
89.0,80.7377,76.5495,48.7736,67.1743
90.0,29.8774,24.1168,20.443,29.3703
91.0,3.6487,3.1455,5.7833,4.7537
120.0,0.0221,0.0,0.0,0.0
121.0,26.2929,0.0,14.7602,0.0
122.0,4.718,0.0,14.7092,0.0
