timestamp,flow,mbps,pps,avg_pkt,std_pkt,tcp_ratio,udp_ratio,flow_count,active_hosts
0.0,10.0.0.3-10.0.0.7,21.076,190.0,13865.8,25222.9,1.0,0.0,2,4
1.0,10.0.0.3-10.0.0.7,18.9293,104.0,22751.5,30905.9,1.0,0.0,2,4
2.0,10.0.0.3-10.0.0.7,21.0201,92.0,28559.9,32159.5,1.0,0.0,2,4
3.0,10.0.0.3-10.0.0.7,18.9208,88.0,26876.2,31910.2,1.0,0.0,2,4
4.0,10.0.0.3-10.0.0.7,21.0233,98.0,26815.4,31899.5,1.0,0.0,2,4
5.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
6.0,10.0.0.3-10.0.0.7,18.9198,86.0,27499.7,32013.0,1.0,0.0,2,4
7.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
8.0,10.0.0.3-10.0.0.7,18.9166,80.0,29557.2,32264.8,1.0,0.0,2,4
9.0,10.0.0.3-10.0.0.7,21.0201,92.0,28559.9,32159.5,1.0,0.0,2,4
10.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
11.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
12.0,10.0.0.3-10.0.0.7,18.9166,80.0,29557.2,32264.8,1.0,0.0,2,4
13.0,10.0.0.3-10.0.0.7,21.0233,98.0,26815.4,31899.5,1.0,0.0,2,4
14.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
15.0,10.0.0.3-10.0.0.7,21.019,90.0,29193.1,32230.0,1.0,0.0,2,4
16.0,10.0.0.3-10.0.0.7,18.9198,86.0,27499.7,32013.0,1.0,0.0,2,4
17.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
18.0,10.0.0.3-10.0.0.7,21.0201,92.0,28559.9,32159.5,1.0,0.0,2,4
19.0,10.0.0.3-10.0.0.7,18.9198,86.0,27499.7,32013.0,1.0,0.0,2,4
20.0,10.0.0.3-10.0.0.7,21.0222,96.0,27372.7,31993.1,1.0,0.0,2,4
21.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
22.0,10.0.0.3-10.0.0.7,21.019,90.0,29193.1,32230.0,1.0,0.0,2,4
23.0,10.0.0.3-10.0.0.7,18.9208,88.0,26876.2,31910.2,1.0,0.0,2,4
24.0,10.0.0.3-10.0.0.7,21.0233,98.0,26815.4,31899.5,1.0,0.0,2,4
25.0,10.0.0.3-10.0.0.7,18.9208,88.0,26876.2,31910.2,1.0,0.0,2,4
26.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
27.0,10.0.0.3-10.0.0.7,18.9156,78.0,30313.4,32324.0,1.0,0.0,2,4
28.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
29.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
30.0,10.0.0.3-10.0.0.7,2.1286,40.0,6651.9,19525.5,1.0,0.0,2,4
32.0,10.0.0.3-10.0.0.7,57.8483,338.0,21393.6,29700.2,1.0,0.0,3,6
33.0,10.0.0.3-10.0.0.7,36.7915,173.0,26583.5,31857.5,1.0,0.0,3,6
34.0,10.0.0.3-10.0.0.7,60.9758,300.0,25406.6,31617.8,1.0,0.0,3,6
35.0,10.0.0.3-10.0.0.7,58.866,276.0,26660.3,31871.6,1.0,0.0,3,6
36.0,10.0.0.3-10.0.0.7,60.9716,292.0,26100.8,31764.7,1.0,0.0,3,6
37.0,10.0.0.3-10.0.0.7,58.8639,272.0,27051.4,31940.3,1.0,0.0,3,6
38.0,10.0.0.3-10.0.0.7,60.9933,310.0,24594.1,31420.4,1.0,0.0,3,6
39.0,10.0.0.3-10.0.0.7,60.987,298.0,25581.8,31651.2,1.0,0.0,3,6
40.0,10.0.0.3-10.0.0.7,58.867,278.0,26469.0,31836.2,1.0,0.0,3,6
41.0,10.0.0.3-10.0.0.7,60.9716,292.0,26100.8,31764.7,1.0,0.0,3,6
42.0,10.0.0.3-10.0.0.7,60.9748,298.0,25576.7,31655.2,1.0,0.0,3,6
43.0,10.0.0.3-10.0.0.7,58.8702,284.0,25911.2,31726.1,1.0,0.0,3,6
44.0,10.0.0.3-10.0.0.7,60.9684,286.0,26647.0,31869.2,1.0,0.0,3,6
45.0,10.0.0.3-10.0.0.7,58.867,278.0,26469.0,31836.2,1.0,0.0,3,6
46.0,10.0.0.3-10.0.0.7,60.9695,288.0,26462.4,31835.0,1.0,0.0,3,6
47.0,10.0.0.3-10.0.0.7,60.9726,294.0,25923.7,31728.7,1.0,0.0,3,6
