timestamp,flow,mbps,pps,avg_pkt,std_pkt,tcp_ratio,udp_ratio,flow_count,active_hosts
0.0,10.0.0.3-10.0.0.7,21.0349,120.0,21911.3,30629.2,1.0,0.0,2,4
1.0,10.0.0.3-10.0.0.7,21.0349,120.0,21911.3,30629.2,1.0,0.0,2,4
2.0,10.0.0.3-10.0.0.7,18.9198,86.0,27499.7,32013.0,1.0,0.0,2,4
3.0,10.0.0.3-10.0.0.7,21.019,90.0,29193.1,32230.0,1.0,0.0,2,4
4.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
5.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
6.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
7.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
8.0,10.0.0.3-10.0.0.7,18.9177,82.0,28837.9,32192.0,1.0,0.0,2,4
9.0,10.0.0.3-10.0.0.7,21.019,90.0,29193.1,32230.0,1.0,0.0,2,4
10.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
11.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
12.0,10.0.0.3-10.0.0.7,18.9177,82.0,28837.9,32192.0,1.0,0.0,2,4
13.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
14.0,10.0.0.3-10.0.0.7,21.0201,92.0,28559.9,32159.5,1.0,0.0,2,4
15.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
16.0,10.0.0.3-10.0.0.7,21.0212,94.0,27953.7,32080.1,1.0,0.0,2,4
17.0,10.0.0.3-10.0.0.7,18.9166,80.0,29557.2,32264.8,1.0,0.0,2,4
18.0,10.0.0.3-10.0.0.7,21.0233,98.0,26815.4,31899.5,1.0,0.0,2,4
19.0,10.0.0.3-10.0.0.7,18.9187,84.0,28152.9,32107.5,1.0,0.0,2,4
20.0,10.0.0.3-10.0.0.7,4.2314,50.0,10578.5,23851.1,1.0,0.0,2,4
21.0,10.0.0.3-10.0.0.7,31.5892,242.0,16316.7,26798.0,1.0,0.0,3,6
22.0,10.0.0.3-10.0.0.7,58.8702,284.0,25911.2,31726.1,1.0,0.0,3,6
