timestamp,10.0.0.1-10.0.0.5,10.0.0.2-10.0.0.6,10.0.0.3-10.0.0.7,10.0.0.4-10.0.0.8
0.0,21.0233,0.0,21.0233,0.0
1.0,21.0212,0.0,18.9187,0.0
2.0,18.9187,0.0,21.019,0.0
3.0,21.018,0.0,21.0201,0.0
4.0,18.9198,0.0,18.9219,0.0
5.0,21.019,0.0,21.0201,0.0
6.0,18.9177,0.0,18.9166,0.0
7.0,21.0233,0.0,21.019,0.0
8.0,18.9198,0.0,18.9166,0.0
9.0,21.0201,0.0,21.0264,0.0
10.0,18.9166,0.0,18.9177,0.0
11.0,21.0201,0.0,21.0212,0.0
12.0,18.9177,0.0,18.9208,0.0
13.0,21.0212,0.0,21.0233,0.0
14.0,21.0201,0.0,18.9208,0.0
15.0,18.9187,0.0,21.018,0.0
16.0,21.0201,0.0,21.0222,0.0
17.0,18.9177,0.0,18.9177,0.0
18.0,21.0254,0.0,21.0243,0.0
19.0,18.9198,0.0,18.9177,0.0
20.0,21.0233,0.0,21.0233,0.0
21.0,18.9208,0.0,18.9219,0.0
22.0,21.0473,0.0,21.0495,0.0
24.0,4.246,0.0,2.1404,0.0
25.0,98.8185,77.8332,60.979,0.0
26.0,91.444,77.2564,58.8628,0.0
27.0,100.9093,79.8882,60.9705,0.0
28.0,98.8101,79.8892,60.9631,0.0
29.0,100.9136,79.8924,58.8681,0.0
30.0,100.9136,79.8882,60.9642,0.0
31.0,99.3287,81.9917,58.8713,0.0
32.0,100.3865,79.8903,60.9631,0.0
33.0,100.9374,79.912,60.9674,0.0
34.0,100.9146,79.8914,58.8639,0.0
35.0,98.8101,79.8935,60.9726,0.0
36.0,100.9125,79.8903,60.9705,0.0
37.0,100.9083,79.8819,58.8649,0.0
38.0,98.8111,81.9938,60.9674,0.0
39.0,100.9125,79.8892,58.866,0.0
40.0,100.9104,79.8861,60.9684,0.0
41.0,98.8111,79.9078,60.9642,0.0
42.0,100.9188,79.8903,58.8639,0.0
43.0,100.9136,79.8945,60.9684,0.0
44.0,98.8101,79.8945,58.8639,0.0
45.0,75.6823,81.9896,60.9674,0.0
46.0,31.0044,28.3721,29.4309,0.0
47.0,98.8101,79.8892,58.866,0.0
48.0,100.9146,79.8861,60.9695,0.0
49.0,100.9157,79.8871,58.8639,0.0
50.0,99.8621,79.8945,60.9705,0.0
51.0,99.871,79.8903,60.9726,0.0
52.0,100.9104,81.9906,58.866,0.0
53.0,100.9136,79.8924,60.9663,0.0
54.0,96.7352,79.8903,58.8936,0.0
55.0,0.0,4.2324,0.0,0.0
57.0,366.3215,376.3665,378.4088,355.2867
58.0,401.5203,403.6395,401.5381,400.5054
59.0,401.4684,401.4959,401.4748,399.3972
60.0,401.4821,399.4057,401.4864,401.46
61.0,398.7832,393.2479,336.4205,355.9236
62.0,322.7989,340.3393,283.7079,319.9555
63.0,267.8761,294.7486,238.4641,283.6052
64.0,136.1044,120.7827,110.3462,279.9922
65.0,320.7773,320.296,333.4366,328.0491
66.0,247.444,241.6261,282.8981,256.2086
67.0,325.7778,313.6555,293.7228,329.4362
68.0,244.2906,198.0874,236.923,295.2322
69.0,108.7506,239.6704,16.8039,89.8292
70.0,24.1504,34.1323,0.0,20.9871
71.0,1.573,0.0,0.0,0.0
72.0,48.8415,56.7444,67.2636,48.3208
73.0,23.6139,26.7729,23.6111,25.7022
74.0,23.5998,23.5964,20.4514,20.4498
75.0,23.9759,22.0491,28.3427,23.6069
76.0,12.5826,17.3169,14.1796,18.8904
77.0,66.0842,67.6912,67.6869,67.6883
78.0,121.7837,123.3659,120.1741,123.3812
79.0,305.2272,283.6603,296.8515,286.898
80.0,323.6409,346.2244,312.3981,294.7174
81.0,293.6421,305.2326,308.8998,278.3708
82.0,362.6312,302.6566,361.552,358.3553
83.0,390.9799,385.7093,397.7885,383.1286
84.0,345.2102,320.5308,356.7834,345.7722
85.0,360.4539,366.2791,355.7647,372.6321
86.0,303.6615,304.793,303.1684,294.2259
87.0,14.7396,7.3621,12.1164,23.6645
109.0,161.9569,0.0,25.2756,0.0
110.0,172.3979,0.0,274.9216,0.0
111.0,146.1016,0.0,143.4603,0.0
112.0,172.3688,0.0,162.3858,0.0
113.0,172.3751,0.0,172.3688,0.0
114.0,172.4227,0.0,158.6988,0.0
115.0,162.9696,0.0,172.3751,0.0
116.0,172.3772,0.0,172.3646,0.0
117.0,12.6411,0.0,46.2691,0.0
