timestamp,link_id,utilization,throughput_mbps,rtt_ms,loss_pct,growth_rate,tx_mbps,rx_mbps,tx_pkts,rx_pkts,tx_errors,rx_errors,dpid,port_no,run_id
1783207198.5796928,dp1:p1,-0.3268,-3.2677,18.48,25.0,0.0,-3.2677,-4.2125,2,2,0,0,1,1,20260704_201941
1783207198.5796928,dp1:p2,-0.3268,-4.2125,18.48,25.0,0.0,-4.2125,-3.2677,1,3,0,0,1,2,20260704_201941
1783207199.5898511,dp5:p1,-0.3182,-3.1822,18.48,25.0,0.0,-3.1822,-3.6005,5,3,0,0,5,1,20260704_201941
1783207199.5898511,dp5:p2,-0.0788,-2.2098,18.48,25.0,0.0,-2.2098,-0.7879,6,3,0,0,5,2,20260704_201941
1783207199.5898511,dp5:p3,-0.1439,-1.4391,18.48,25.0,0.0,-1.4391,-2.4428,7,4,0,0,5,3,20260704_201941
1783207200.5922844,dp7:p1,0.0002,0.0,18.48,25.0,0.0,0.0,0.002,6,6,0,0,7,1,20260704_201941
1783207200.5922844,dp7:p2,0.0002,0.002,18.48,25.0,0.0,0.002,0.0,7,4,0,0,7,2,20260704_201941
1783207200.5922844,dp7:p3,0.0001,0.0007,18.48,25.0,0.0,0.0007,0.0,7,3,0,0,7,3,20260704_201941
1783207201.593895,dp5:p1,0.0,0.0,13.239,25.0,0.158787,0.0,0.0,6,6,0,0,5,1,20260704_201941
1783207201.593895,dp5:p2,0.0,0.0,13.239,25.0,0.039316,0.0,0.0,7,3,0,0,5,2,20260704_201941
1783207201.593895,dp5:p3,0.0,0.0,13.239,25.0,0.071811,0.0,0.0,7,4,0,0,5,3,20260704_201941
1783207202.5951226,dp7:p1,0.0,0.0,13.239,25.0,-0.0001,0.0,0.0,6,6,0,0,7,1,20260704_201941
1783207202.5951226,dp7:p2,0.0,0.0,13.239,25.0,-0.0001,0.0,0.0,7,4,0,0,7,2,20260704_201941
1783207202.5951226,dp7:p3,0.0,0.0,13.239,25.0,-3.6e-05,0.0,0.0,7,3,0,0,7,3,20260704_201941
1783207203.5963287,dp6:p1,0.0,0.0,13.239,25.0,0.0,0.0,0.0,6,6,0,0,6,1,20260704_201941
1783207203.5963287,dp6:p2,0.0,0.0,13.239,25.0,0.0,0.0,0.0,7,4,0,0,6,2,20260704_201941
1783207203.5963287,dp6:p3,0.0001,0.0006,13.239,25.0,0.0,0.0006,0.0,8,3,0,0,6,3,20260704_201941
1783207204.5981932,dp5:p1,0.0001,0.0009,73.516,25.0,0.05855,0.0009,0.001,11,10,0,0,5,1,20260704_201941
1783207204.5981932,dp5:p2,0.0001,0.0009,73.516,25.0,0.01451,0.0009,0.0,12,3,0,0,5,2,20260704_201941
1783207204.5981932,dp5:p3,0.0001,0.0,73.516,25.0,0.026488,0.0,0.0009,8,8,0,0,5,3,20260704_201941
1783207205.5990205,dp7:p1,48.6587,214.607,73.397,25.0,10.230007,214.607,486.5868,554,8118,0,0,7,1,20260704_201941
1783207205.5990205,dp7:p2,21.0562,210.5618,73.397,25.0,4.426834,210.5618,0.0105,7559,13,0,0,7,2,20260704_201941
1783207205.5990205,dp7:p3,27.6115,276.1151,73.397,25.0,5.805055,276.1151,214.5965,580,541,0,0,7,3,20260704_201941
1783207206.599434,dp4:p1,53.6914,101.1898,73.397,25.0,0.0,101.1898,536.9138,1771,2364,0,0,4,1,20260704_201941
1783207206.599434,dp4:p2,24.4405,244.4049,73.397,25.0,0.0,244.4049,100.8888,1258,1009,0,0,4,2,20260704_201941
1783207206.599434,dp4:p3,29.1988,291.988,73.397,25.0,0.0,291.988,0.301,1124,762,0,0,4,3,20260704_201941
1783207207.6000865,dp7:p1,66.7134,292.7791,73.082,25.0,10.556244,292.7791,667.1344,3525,59569,0,0,7,1,20260704_201941
1783207207.6000865,dp7:p2,28.7448,287.4485,73.082,25.0,4.553042,287.4485,0.0,55864,13,0,0,7,2,20260704_201941
1783207207.6000865,dp7:p3,37.9686,379.6859,73.082,25.0,6.003659,379.6859,292.7791,3723,3512,0,0,7,3,20260704_201941
1783207208.601339,dp7:p1,48.0591,293.7822,10.388,25.0,8.301967,293.7822,480.5907,4787,76475,0,0,7,1,20260704_201941
1783207208.601339,dp7:p2,18.6814,186.8142,10.388,25.0,3.417104,186.8142,0.0058,71514,19,0,0,7,2,20260704_201941
1783207208.601339,dp7:p3,29.3777,293.7765,10.388,25.0,4.884975,293.7765,293.7764,4979,4768,0,0,7,3,20260704_201941
1783207209.6015677,dp2:p1,29.1697,100.8694,10.388,25.0,0.0,100.8694,291.6973,74668,4334,0,0,2,1,20260704_201941
1783207209.6015677,dp2:p2,29.1697,291.6973,10.388,25.0,0.0,291.6973,100.8694,6425,4384,0,0,2,2,20260704_201941
1783207209.6015677,dp2:p3,0.0,0.0,10.388,25.0,0.0,0.0,0.0,1249,73615,0,0,2,3,20260704_201941
1783207210.6028194,dp6:p1,0.0001,0.0007,11.779,25.0,1e-05,0.0007,0.0007,2413,1423,0,0,6,1,20260704_201941
1783207210.6028194,dp6:p2,0.0,0.0003,11.779,25.0,5e-06,0.0003,0.0003,1422,2407,0,0,6,2,20260704_201941
1783207210.6028194,dp6:p3,0.0,0.0003,11.779,25.0,-3e-06,0.0003,0.0003,19,6,0,0,6,3,20260704_201941
1783207212.2914317,dp5:p1,0.0001,0.0006,20.881,25.0,0.01682,0.0006,0.0006,73618,1252,0,0,5,1,20260704_201941
