timestamp,link_id,utilization,throughput_mbps,rtt_ms,loss_pct,growth_rate,tx_mbps,rx_mbps,tx_pkts,rx_pkts,tx_errors,rx_errors,dpid,port_no,run_id
1783106856.5592844,dp2:p1,0.0,0.0,12.186,25.0,0.0,0.0,0.0,3,3,0,0,2,1,20260703_162719
1783106856.5592844,dp2:p2,0.0,0.0,12.186,25.0,0.0,0.0,0.0,3,3,0,0,2,2,20260703_162719
1783106856.5592844,dp2:p3,0.0,0.0,12.186,25.0,0.0,0.0,0.0,2,3,0,0,2,3,20260703_162719
1783106857.562229,dp2:p1,0.0001,0.0013,31.981,25.0,0.000127,0.0013,0.0013,5,5,0,0,2,1,20260703_162719
1783106857.562229,dp2:p2,0.0002,0.002,31.981,25.0,0.000198,0.002,0.0013,6,5,0,0,2,2,20260703_162719
1783106857.562229,dp2:p3,0.0002,0.002,31.981,25.0,0.000198,0.002,0.0013,5,5,0,0,2,3,20260703_162719
1783106858.5645423,dp7:p1,0.0001,0.0007,31.981,25.0,0.0,0.0007,0.0,6,6,0,0,7,1,20260703_162719
1783106858.5645423,dp7:p2,0.0001,0.0007,31.981,25.0,0.0,0.0007,0.0,7,7,0,0,7,2,20260703_162719
1783106858.5645423,dp7:p3,0.0,0.0,31.981,25.0,0.0,0.0,0.0,7,6,0,0,7,3,20260703_162719
1783106859.5668766,dp6:p1,0.0,0.0,31.981,25.0,0.0,0.0,0.0,6,6,0,0,6,1,20260703_162719
1783106859.5668766,dp6:p2,0.0,0.0,31.981,25.0,0.0,0.0,0.0,7,7,0,0,6,2,20260703_162719
1783106859.5668766,dp6:p3,0.0,0.0,31.981,25.0,0.0,0.0,0.0,7,4,0,0,6,3,20260703_162719
1783106860.5697594,dp6:p1,0.0,0.0,17.842,25.0,0.0,0.0,0.0,6,6,0,0,6,1,20260703_162719
1783106860.5697594,dp6:p2,0.0,0.0,17.842,25.0,0.0,0.0,0.0,7,7,0,0,6,2,20260703_162719
1783106860.5697594,dp6:p3,0.0,0.0,17.842,25.0,0.0,0.0,0.0,7,4,0,0,6,3,20260703_162719
1783106861.5708032,dp5:p1,0.0001,0.0006,17.842,25.0,0.0,0.0006,0.0006,7,7,0,0,5,1,20260703_162719
1783106861.5708032,dp5:p2,0.0,0.0,17.842,25.0,0.0,0.0,0.0,7,4,0,0,5,2,20260703_162719
1783106861.5708032,dp5:p3,0.0,0.0,17.842,25.0,0.0,0.0,0.0,7,7,0,0,5,3,20260703_162719
1783106862.5720034,dp7:p1,0.0003,0.0015,17.842,25.0,5.4e-05,0.0015,0.0029,11,14,0,0,7,1,20260703_162719
1783106862.5720034,dp7:p2,0.0002,0.0023,17.842,25.0,3.9e-05,0.0023,0.0008,14,9,0,0,7,2,20260703_162719
1783106862.5720034,dp7:p3,0.0002,0.0023,17.842,25.0,5.7e-05,0.0023,0.0008,14,8,0,0,7,3,20260703_162719
1783106863.5732517,dp6:p1,0.0001,0.0008,12.908,25.0,2.1e-05,0.0008,0.0008,12,14,0,0,6,1,20260703_162719
1783106863.5732517,dp6:p2,0.8753,8.7533,12.908,25.0,0.235293,8.7533,0.0,1337,16,0,0,6,2,20260703_162719
1783106863.5732517,dp6:p3,0.8754,0.0008,12.908,25.0,0.235314,0.0008,8.754,24,1333,0,0,6,3,20260703_162719
1783106864.5743835,dp1:p1,0.0001,0.0008,12.908,25.0,0.0,0.0008,0.0008,17,17,0,0,1,1,20260703_162719
1783106864.5743835,dp1:p2,0.0001,0.0008,12.908,25.0,0.0,0.0008,0.0008,17,17,0,0,1,2,20260703_162719
1783106865.5760276,dp6:p1,0.0001,0.0008,12.908,25.0,1.5e-05,0.0008,0.0008,14,16,0,0,6,1,20260703_162719
1783106865.5760276,dp6:p2,0.8738,8.7385,12.908,25.0,0.172677,8.7385,0.0,2806,16,0,0,6,2,20260703_162719
1783106865.5760276,dp6:p3,0.8739,0.0008,12.908,25.0,0.172692,0.0008,8.7393,26,2804,0,0,6,3,20260703_162719
1783106866.5765247,dp7:p1,0.0,0.0,9.893,25.0,-9e-06,0.0,0.0,11,14,0,0,7,1,20260703_162719
1783106866.5765247,dp7:p2,0.0,0.0,9.893,25.0,-9e-06,0.0,0.0,14,9,0,0,7,2,20260703_162719
1783106866.5765247,dp7:p3,0.0,0.0,9.893,25.0,0.0,0.0,0.0,14,8,0,0,7,3,20260703_162719
1783106867.5772154,dp2:p1,0.0002,0.0018,9.893,25.0,1.2e-05,0.0018,0.0018,23,23,0,0,2,1,20260703_162719
1783106867.5772154,dp2:p2,0.0002,0.0023,9.893,25.0,1.4e-05,0.0023,0.0018,24,23,0,0,2,2,20260703_162719
1783106867.5772154,dp2:p3,0.0001,0.0,9.893,25.0,-3e-06,0.0,0.0006,12,8,0,0,2,3,20260703_162719
1783106868.577662,dp5:p1,0.0001,0.0,9.893,25.0,0.0,0.0,0.0006,8,13,0,0,5,1,20260703_162719
1783106868.577662,dp5:p2,0.0,0.0,9.893,25.0,0.0,0.0,0.0,13,4,0,0,5,2,20260703_162719
1783106868.577662,dp5:p3,0.0,0.0,9.893,25.0,0.0,0.0,0.0,13,7,0,0,5,3,20260703_162719
1783106869.578156,dp2:p1,0.0001,0.0008,10.359,25.0,5e-06,0.0008,0.0008,26,26,0,0,2,1,20260703_162719
1783106869.578156,dp2:p2,0.0001,0.0008,10.359,25.0,4e-06,0.0008,0.0008,26,25,0,0,2,2,20260703_162719
1783106869.578156,dp2:p3,0.0,0.0,10.359,25.0,-6e-06,0.0,0.0,13,8,0,0,2,3,20260703_162719
1783106870.5790968,dp2:p1,0.0001,0.0008,10.359,25.0,3e-06,0.0008,0.0008,27,27,0,0,2,1,20260703_162719
1783106870.5790968,dp2:p2,0.0001,0.0008,10.359,25.0,3e-06,0.0008,0.0013,27,27,0,0,2,2,20260703_162719
1783106870.5790968,dp2:p3,0.0,0.0,10.359,25.0,-6e-06,0.0,0.0,13,8,0,0,2,3,20260703_162719
1783106871.58027,dp6:p1,0.0001,0.0008,10.359,25.0,7e-06,0.0008,0.0008,22,24,0,0,6,1,20260703_162719
1783106871.58027,dp6:p2,0.875,8.75,10.359,25.0,0.07858,8.75,0.0,7215,17,0,0,6,2,20260703_162719
1783106871.58027,dp6:p3,0.8751,0.0008,10.359,25.0,0.078587,0.0008,8.7508,35,7219,0,0,6,3,20260703_162719
1783106872.581569,dp7:p1,0.0,0.0,31.031,25.0,-1.1e-05,0.0,0.0,14,17,0,0,7,1,20260703_162719
1783106872.581569,dp7:p2,0.0,0.0,31.031,25.0,-1e-05,0.0,0.0,16,10,0,0,7,2,20260703_162719
1783106872.581569,dp7:p3,0.0,0.0,31.031,25.0,-5e-06,0.0,0.0,16,9,0,0,7,3,20260703_162719
1783106873.58227,dp2:p1,0.0001,0.0008,31.031,25.0,-3e-06,0.0008,0.0008,30,30,0,0,2,1,20260703_162719
1783106873.58227,dp2:p2,0.0001,0.0008,31.031,25.0,-7e-06,0.0008,0.0008,30,30,0,0,2,2,20260703_162719
1783106873.58227,dp2:p3,0.0,0.0,31.031,25.0,-1.4e-05,0.0,0.0,13,8,0,0,2,3,20260703_162719
